Account Name,Adjusted Cost,Adjusted Proceeds,Avg Buy Price,Avg Sell Price,Exit Efficiency,Best Exit,Best Exit Price,Best Exit Time,Close Date,Close Time,Commission,Duration,Emotions & Habits,Entry Price,Executions,Exit Price,Gross P&L,Trade Risk,Initial Target,Instrument,Spread Type,Market Context,Mistakes,Net P&L,Net ROI,Open Date,Open Time,Outcomes & Learnings,Pips,Reward Ratio,Points,Position MAE,Position MFE,Price MAE,Price MFE,Realized RR,Return Per Pip,Reviewed,Sector,Setups,Side,Status,Playbook,Symbol,Ticks Value,Ticks Per Contract,Fee,Swap,Trade Type,Rating,Quantity,Zella Score
JPATrades,1323.0,1570.2,2.205,2.617,69.58,355.0,4.1,2025-06-02 15:00:00 UTC,2025-06-02,09:30:21 EDT,0.0,244297.039,"calm & disciplined, fear of reversal",2.33,8,2.92,247.0,-183.0,117.0,2025-06-06 320 PUT,single,bearish trend,"averaged down, sold early, low risk-reward, oversized",247.0,0.1866969,2025-05-30,13:38:44 EDT,missed runner,,0.63934426,,-112.0,354.0,1.77,4.1,1.34972678,,true,tech,break and retest pm,short,Win,"",TSLA,,,0.0,0.0,"day trade, stock, swing trade, idea trade, high conviction",3.0,6.0,69.7740113
JPATrades,985.2,1121.2,2.463,2.803,174.36,78.0,2.2,2025-06-02 15:35:00 UTC,2025-06-02,10:05:19 EDT,0.0,243210.729,"fear of reversal, overconfident",3.28,7,2.74,136.0,-185.0,1175.0,2025-06-06 510 PUT,single,bullish trend,"stop not honored, averaged down, low risk-reward, oversized, ignored plan",136.0,0.13807107,2025-05-30,14:31:49 EDT,lucky,,6.35135135,,-289.0,13.0,1.49,3.0,0.73513514,,true,"",break and retest previous day,short,Win,"",QQQ,,,0.0,0.0,"swing trade, idea trade, etf",1.0,4.0,1046.15384615
JPATrades,238.0,270.0,2.38,2.7,123.08,26.0,3.79,2025-06-02 19:51:00 UTC,2025-06-02,11:50:39 EDT,0.0,7155.696,overconfident,2.38,2,2.7,32.0,-62.0,83.0,2025-06-06 526 CALL,single,bullish trend,"low risk-reward, ignored plan, sold early, stop not honored, emotional entry",32.0,0.13445378,2025-06-02,09:51:24 EDT,"missed runner, lucky",,1.33870968,,-61.0,32.0,1.77,2.7,0.51612903,,true,tech,break and retest,long,Win,"",QQQ,,,0.0,0.0,"day trade, etf, idea trade",2.5,1.0,100.0
JPATrades,49.0,55.0,0.49,0.55,23.08,26.0,1.04,2025-06-03 16:14:00 UTC,2025-06-03,10:45:48 EDT,0.0,1859.634,fear of reversal,0.49,2,0.55,6.0,-9.0,16.0,2025-06-06 76 CALL,single,bullish trend,"sold early, too shortdated, low risk-reward",6.0,0.12244898,2025-06-03,10:14:49 EDT,missed runner,,1.77777778,,-2.0,13.0,0.47,0.62,0.66666667,,true,"finance, tech","news, gap and go, break and retest current day range",long,Win,"",HOOD,,,0.0,0.0,"stock, day trade",3.0,1.0,46.15384615
JPATrades,370.0,376.0,0.74,0.752,37.5,16.0,0.85,2025-06-03 19:49:00 UTC,2025-06-03,11:09:45 EDT,0.0,337072.22,blind faith,0.74,6,0.75,6.0,0.0,0.0,2025-09-19 35 CALL,single,"","low risk-reward, no plan",6.0,0.01621622,2025-05-30,13:31:53 EDT,"",,,,-70.0,25.0,0.6,0.8,,,true,"","",long,Win,"",CSX,,,0.0,0.0,"callout, swing trade, idea trade",1.0,5.0,24.0
JPATrades,1290.0,1538.0,6.45,7.69,79.49,312.0,8.49,2025-06-03 16:56:00 UTC,2025-06-03,12:15:13 EDT,0.0,7580.784,confident,6.45,4,7.85,248.0,-70.0,166.0,2025-06-13 526 CALL,single,bullish trend,low risk-reward,248.0,0.19224806,2025-06-03,10:08:52 EDT,profitable scale-out,,2.37142857,,26.0,248.0,6.58,7.85,3.54285714,,true,tech,break and retest current day range,long,Win,"",QQQ,,,0.0,0.0,"high conviction, day trade, etf",3.5,2.0,100.0
JPATrades,89.0,130.0,0.89,1.3,82.0,50.0,1.39,2025-06-03 16:44:00 UTC,2025-06-03,13:21:04 EDT,0.0,11196.793,confident,0.89,2,1.3,41.0,-16.0,41.0,2025-06-13 80 CALL,single,bullish trend,"",41.0,0.46067416,2025-06-03,10:14:28 EDT,high risk-reward,,2.5625,,-2.0,50.0,0.87,1.39,2.5625,,true,"tech, finance","break and retest current day range, gap and go, news",long,Win,"",HOOD,,,0.0,0.0,"day trade, high conviction, stock",4.5,1.0,82.0
JPATrades,735.0,791.1,2.45,2.637,57.14,98.0,3.05,2025-06-04 14:20:00 UTC,2025-06-04,09:51:00 EDT,0.0,238.819,"hesitant, fear of reversal",2.47,5,2.63,56.0,-45.0,90.0,2025-06-13 140 PUT,single,bullish trend,"low risk-reward, sold early",56.0,0.07619048,2025-06-04,09:47:02 EDT,"missed runner, profitable scale-out",,2.0,,-2.0,67.0,2.41,2.7,1.24444444,,true,"tech, chip","failure, break and retest",short,Win,"",NVDA,,,0.0,0.0,"day trade, stock",2.5,3.0,83.58208955
JPATrades,611.0,611.0,3.055,3.055,,49.0,3.61,2025-06-04 18:07:00 UTC,2025-06-04,10:38:14 EDT,0.0,2777.322,"",3.12,4,3.01,0.0,-131.0,389.0,2025-06-06 530 CALL,single,bullish trend,"stop not honored, averaged down, emotional entry, low risk-reward, too shortdated",0.0,0.0,2025-06-04,09:51:56 EDT,"",,2.96946565,,-85.0,19.0,2.26,3.29,0.0,,true,tech,break and retest previous day,long,BE,"",QQQ,,,0.0,0.0,"day trade, etf",2.5,2.0,0.0
JPATrades,928.8,1248.0,0.387,0.52,26.97,1183.0,0.88,2025-06-05 13:00:00 UTC,2025-06-05,09:30:25 EDT,0.0,258718.76,overconfident,1.32,13,0.52,319.0,-569.0,4951.0,2025-06-06 172 CALL,single,bullish trend,"too shortdated, sold early, ignored plan, stop not honored, averaged down, oversized",319.0,0.34337998,2025-06-02,09:38:26 EDT,missed runner,,8.70123023,,-349.0,65.0,0.18,1.01,0.56063269,,true,tech,break and retest,long,Win,"",GOOGL,,,0.0,0.0,"swing trade, stock, high conviction",3.0,24.0,490.76923077
JPATrades,375.0,325.0,3.75,3.25,,111.0,5.0,2025-06-05 15:34:00 UTC,2025-06-05,09:39:55 EDT,0.0,304.115,"",3.75,2,3.25,-50.0,-25.0,50.0,2025-06-09 531 CALL,single,bullish trend,"",-50.0,-0.13333333,2025-06-05,09:34:51 EDT,acknowledged mistake quickly,,2.0,,-61.0,0.0,3.14,3.75,-2.0,,true,tech,break and retest previous day,long,Loss,"",QQQ,,,0.0,0.0,"day trade, etf",3.5,1.0,-81.96721311
JPATrades,586.0,653.0,5.86,6.53,19.25,348.0,9.34,2025-06-05 19:12:00 UTC,2025-06-05,09:59:54 EDT,0.0,1017.981,calm & disciplined,5.86,2,6.53,67.0,-26.0,64.0,2025-06-12 530 PUT,single,bullish trend,"",67.0,0.11433447,2025-06-05,09:42:56 EDT,flipped bias quickly,,2.46153846,,67.0,104.0,6.53,6.9,2.57692308,,true,tech,"break and retest, failure",short,Win,"",QQQ,,,0.0,0.0,"etf, day trade, high conviction",4.0,1.0,0.0
JPATrades,41.0,58.0,0.41,0.58,33.33,51.0,0.92,2025-06-05 15:24:00 UTC,2025-06-05,10:59:15 EDT,0.0,290.524,calm & disciplined,0.41,2,0.58,17.0,-6.0,19.0,2025-06-05 534 CALL,single,bullish trend,"low risk-reward, sold early",17.0,0.41463415,2025-06-05,10:54:24 EDT,"",,3.16666667,,0.0,19.0,0.41,0.6,2.83333333,,true,tech,break and retest,long,Win,"",QQQ,,,0.0,0.0,"day trade, etf",2.5,1.0,89.47368421
JPATrades,213.0,162.0,2.13,1.62,,,,,2025-06-05,12:44:14 EDT,0.0,862.261,"",2.13,2,1.62,-51.0,0.0,0.0,2025-06-06 533 CALL,single,"","",-51.0,-0.23943662,2025-06-05,12:29:51 EDT,"",,,,-53.0,2.0,1.6,2.15,,,false,"","",long,Loss,"",QQQ,,,0.0,0.0,"",,1.0,-96.22641509
JPATrades,11.0,8.0,0.11,0.08,,,,,2025-06-05,13:39:19 EDT,0.0,1050.377,"",0.11,2,0.08,-3.0,0.0,0.0,2025-06-05 534 CALL,single,"","",-3.0,-0.27272727,2025-06-05,13:21:49 EDT,"",,,,-3.0,0.0,0.08,0.11,,,false,"","",long,Loss,"",QQQ,,,0.0,0.0,"",,1.0,-100.0
JPATrades,101.0,96.0,1.01,0.96,,6.0,1.07,2025-06-06 19:50:00 UTC,2025-06-06,15:13:47 EDT,0.0,19415.144,"",1.01,2,0.96,-5.0,0.0,0.0,2025-06-12 215 CALL,single,"","",-5.0,-0.04950495,2025-06-06,09:50:12 EDT,"",,,,-27.0,0.0,0.74,0.96,,,false,"","",long,Loss,"",IWM,,,0.0,0.0,"",,1.0,-18.51851852
JPATrades,1057.0,1332.1,1.51,1.903,82.58,333.0,2.55,2025-06-09 14:30:00 UTC,2025-06-09,09:30:17 EDT,0.0,258827.179,"",1.47,8,1.97,275.0,0.0,0.0,2025-06-13 145 CALL,single,"","",275.0,0.26017029,2025-06-06,09:36:30 EDT,"",,,,-152.0,634.0,1.24,2.55,,,false,"","",long,Win,"",NVDA,,,0.0,0.0,"",,7.0,43.37539432
JPATrades,345.0,138.0,3.45,1.38,,,,,2025-06-09,09:30:37 EDT,0.0,259145.141,"",3.45,2,1.38,-207.0,0.0,0.0,2025-06-20 350 CALL,single,"","",-207.0,-0.6,2025-06-06,09:31:32 EDT,"",,,,-227.0,0.0,1.18,2.98,,,false,"","",long,Loss,"",TSLA,,,0.0,0.0,"",,1.0,-91.18942731
JPATrades,108.0,45.0,1.08,0.45,,,,,2025-06-09,09:31:46 EDT,0.0,237712.984,"",1.08,2,0.45,-63.0,0.0,0.0,2025-06-09 602 CALL,single,"","",-63.0,-0.58333333,2025-06-06,15:29:53 EDT,"",,,,-90.0,0.0,0.18,0.68,,,false,"","",long,Loss,"",SPY,,,0.0,0.0,"",,1.0,-70.0
JPATrades,711.2,796.0,1.778,1.99,118.06,72.0,1.83,2025-06-09 15:05:00 UTC,2025-06-09,10:36:18 EDT,0.0,3547.667,"",1.86,4,1.96,85.0,0.0,0.0,2025-06-13 146 CALL,single,"","",85.0,0.11954993,2025-06-09,09:37:10 EDT,"",,,,-141.0,93.0,1.39,2.04,,,false,"","",long,Win,"",NVDA,,,0.0,0.0,"",,4.0,91.39784946
JPATrades,307.0,350.0,3.07,3.5,69.35,62.0,3.69,2025-06-09 16:42:00 UTC,2025-06-09,12:51:04 EDT,0.0,9497.853,"",3.07,2,3.5,43.0,0.0,0.0,2025-06-13 602 CALL,single,"","",43.0,0.14006515,2025-06-09,10:12:46 EDT,"",,,,-24.0,56.0,2.83,3.63,,,false,"","",long,Win,"",SPY,,,0.0,0.0,"",,1.0,76.78571429
JPATrades,289.0,360.0,2.89,3.6,19.94,356.0,6.45,2025-06-10 19:00:00 UTC,2025-06-10,09:56:58 EDT,0.0,64657.824,"",2.89,2,3.6,71.0,0.0,0.0,2025-06-20 350 CALL,single,"","",71.0,0.24567474,2025-06-09,15:59:20 EDT,"",,,,-19.0,86.0,2.7,3.75,,,false,"","",long,Win,"",TSLA,,,0.0,0.0,"",,1.0,82.55813953
JPATrades,503.3,210.0,0.719,0.3,,,,,2025-06-10,10:23:02 EDT,0.0,347861.803,"",0.93,7,0.3,-293.0,0.0,0.0,2025-06-13 90 CALL,single,"","",-293.0,-0.58250497,2025-06-06,09:45:20 EDT,"",,,,-285.0,110.0,0.2,0.99,,,false,"","",long,Loss,"",UBER,,,0.0,0.0,"",,7.0,-102.80701754
JPATrades,654.0,711.0,3.27,3.555,39.58,144.0,4.38,2025-06-10 19:11:00 UTC,2025-06-10,13:25:22 EDT,0.0,11507.602,"",3.27,4,3.51,57.0,0.0,0.0,2025-06-16 535 CALL,single,"","",57.0,0.08715596,2025-06-10,10:13:34 EDT,"",,,,-74.0,78.0,2.2,3.72,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,2.0,73.07692308
JPATrades,190.0,75.0,1.9,0.75,,,,,2025-06-11,10:00:38 EDT,0.0,66269.418,"",1.9,2,0.75,-115.0,0.0,0.0,2025-06-13 410 CALL,single,"","",-115.0,-0.60526316,2025-06-10,15:36:08 EDT,"",,,,-121.0,0.0,0.69,1.3,,,false,"","",long,Loss,"",MSTR,,,0.0,0.0,"",,1.0,-95.04132231
JPATrades,622.0,754.0,3.11,3.77,79.04,167.0,4.13,2025-06-11 14:57:00 UTC,2025-06-11,10:28:36 EDT,0.0,1791.299,"",3.11,3,3.78,132.0,0.0,0.0,2025-06-13 535 CALL,single,"","",132.0,0.21221865,2025-06-11,09:58:44 EDT,"",,,,2.0,136.0,3.05,3.82,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,2.0,97.01492537
JPATrades,1624.5,1755.0,1.083,1.17,36.8,356.0,1.32,2025-06-12 14:44:00 UTC,2025-06-12,11:02:10 EDT,0.0,86089.71,"",2.83,7,1.17,131.0,0.0,0.0,2025-06-13 537 CALL,single,"","",131.0,0.08066502,2025-06-11,11:07:20 EDT,"",,,,-739.0,356.0,0.55,2.24,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,15.0,36.79775281
JPATrades,1449.0,1713.0,2.898,3.426,93.62,282.0,3.51,2025-06-13 16:14:00 UTC,2025-06-13,12:00:26 EDT,0.0,3148.51,"",2.86,8,3.33,264.0,0.0,0.0,2025-06-20 604 CALL,single,"","",264.0,0.18219462,2025-06-13,11:07:57 EDT,"",,,,-3.0,286.0,2.83,3.49,,,false,"","",long,Win,"",SPY,,,0.0,0.0,"",,5.0,92.30769231
JPATrades,310.0,190.0,3.1,1.9,,2190.0,25.0,2025-06-13 18:31:00 UTC,2025-06-13,12:14:08 EDT,0.0,757.022,"",3.1,2,1.9,-120.0,0.0,0.0,2025-06-13 5985 PUT,single,"","",-120.0,-0.38709677,2025-06-13,12:01:31 EDT,"",,,,-130.0,0.0,1.8,3.0,,,false,"","",short,Loss,"",SPXW,,,0.0,0.0,"",,1.0,-92.30769231
JPATrades,1031.1,441.0,1.473,0.63,,,,,2025-06-16,09:32:46 EDT,0.0,499510.417,"",1.73,6,0.63,-590.0,0.0,0.0,2025-06-20 88 CALL,single,"","",-590.0,-0.57225994,2025-06-10,14:47:35 EDT,"",,,,-842.0,111.0,0.27,2.1,,,false,"","",long,Loss,"",UBER,,,0.0,0.0,"",,7.0,-70.07125891
JPATrades,1425.0,1560.0,2.85,3.12,49.09,275.0,4.55,2025-06-16 15:21:00 UTC,2025-06-16,09:52:43 EDT,0.0,1277.16,"",2.94,7,3.15,135.0,0.0,0.0,2025-06-20 535 CALL,single,"","",135.0,0.09473684,2025-06-16,09:31:25 EDT,"",,,,-81.0,140.0,2.67,3.2,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,5.0,96.42857143
JPATrades,459.0,521.1,1.53,1.737,39.24,158.0,2.76,2025-06-16 14:58:00 UTC,2025-06-16,09:59:22 EDT,0.0,1210.13,"",1.57,6,1.8,62.0,0.0,0.0,2025-06-20 145 CALL,single,"","",62.0,0.13507625,2025-06-16,09:39:12 EDT,"",,,,-42.0,70.0,1.39,1.88,,,false,"","",long,Win,"",NVDA,,,0.0,0.0,"",,3.0,88.57142857
JPATrades,830.0,893.0,1.66,1.786,67.74,93.0,2.05,2025-06-17 15:15:00 UTC,2025-06-17,11:05:33 EDT,0.0,1241.356,"",1.66,8,1.75,63.0,0.0,0.0,2025-06-27 180 CALL,single,"","",63.0,0.07590361,2025-06-17,10:44:51 EDT,"",,,,-50.0,74.0,1.54,1.81,,,false,"","",long,Win,"",GOOGL,,,0.0,0.0,"",,5.0,85.13513514
JPATrades,268.0,288.0,2.68,2.88,74.07,27.0,2.95,2025-06-17 16:17:00 UTC,2025-06-17,11:14:21 EDT,0.0,1589.834,"",2.68,2,2.88,20.0,0.0,0.0,2025-06-20 602 CALL,single,"","",20.0,0.07462687,2025-06-17,10:47:51 EDT,"",,,,-22.0,27.0,2.46,2.95,,,false,"","",long,Win,"",SPY,,,0.0,0.0,"",,1.0,74.07407407
JPATrades,1404.0,1567.8,2.34,2.613,105.81,155.0,2.55,2025-06-18 14:57:00 UTC,2025-06-18,10:27:17 EDT,0.0,86621.434,"",2.45,10,2.64,164.0,0.0,0.0,2025-06-27 220 CALL,single,"","",164.0,0.11680912,2025-06-17,10:23:36 EDT,"",,,,-324.0,216.0,1.8,2.75,,,false,"","",long,Win,"",AMZN,,,0.0,0.0,"",,6.0,75.92592593
JPATrades,93.0,71.0,0.93,0.71,,3.0,0.96,2025-06-18 16:17:00 UTC,2025-06-18,11:11:45 EDT,0.0,1484.658,"",0.93,2,0.71,-22.0,0.0,0.0,2025-06-20 146 CALL,single,"","",-22.0,-0.23655914,2025-06-18,10:47:00 EDT,"",,,,-25.0,1.0,0.68,0.94,,,false,"","",long,Loss,"",NVDA,,,0.0,0.0,"",,1.0,-88.0
JPATrades,800.0,880.0,4.0,4.4,66.12,121.0,4.91,2025-06-18 19:01:00 UTC,2025-06-18,13:31:32 EDT,0.0,11753.643,"",4.15,4,4.5,80.0,0.0,0.0,2025-06-20 320 PUT,single,"","",80.0,0.1,2025-06-18,10:15:38 EDT,"",,,,-171.0,130.0,1.99,5.0,,,false,"","",short,Win,"",TSLA,,,0.0,0.0,"",,2.0,61.53846154
JPATrades,288.0,262.0,1.44,1.31,,,,,2025-06-18,15:54:30 EDT,0.0,18453.319,"",1.44,3,1.31,-26.0,0.0,0.0,2025-06-20 145 CALL,single,"","",-26.0,-0.09027778,2025-06-18,10:46:56 EDT,"",,,,-90.0,0.0,0.67,1.54,,,false,"","",long,Loss,"",NVDA,,,0.0,0.0,"",,2.0,-28.88888889
JPATrades,1002.0,1101.0,3.34,3.67,,,,,2025-06-20,09:41:18 EDT,0.0,580.572,"",3.34,4,3.67,99.0,0.0,0.0,2025-06-25 534 CALL,single,"","",99.0,0.0988024,2025-06-20,09:31:38 EDT,"",,,,-42.0,99.0,3.2,3.67,,,false,"","",long,Win,"",QQQ,,,0.0,0.0,"",,3.0,100.0
JPATrades,386.0,312.0,1.93,1.56,,384.0,3.85,2025-06-23 16:24:00 UTC,2025-06-23,10:19:55 EDT,0.0,1537.073,"",1.93,2,1.56,-74.0,0.0,0.0,2025-06-27 165 PUT,single,"","",-74.0,-0.19170984,2025-06-23,09:54:18 EDT,"",,,,-86.0,24.0,1.5,2.05,,,false,"","",short,Loss,"",GOOGL,,,0.0,0.0,"",,2.0,-86.04651163
JPATrades,2370.4,2800.0,2.963,3.5,36.88,1166.0,4.42,2025-06-23 19:52:00 UTC,2025-06-23,13:31:31 EDT,0.0,271802.686,"",4.09,7,3.5,430.0,0.0,0.0,2025-06-27 600 CALL,single,"","",430.0,0.1814346,2025-06-20,10:01:29 EDT,"",,,,-730.0,174.0,1.63,3.89,,,false,"","",long,Win,"",SPY,,,0.0,0.0,"",,8.0,247.12643678
JPATrades,320.0,740.0,3.2,7.4,49.7,845.0,11.65,2025-06-24 13:00:00 UTC,2025-06-24,09:30:17 EDT,0.0,67806.172,"",3.2,2,7.4,420.0,0.0,0.0,2025-06-27 255 CALL,single,"","",420.0,1.3125,2025-06-23,14:40:11 EDT,"",,,,-38.0,845.0,2.82,11.65,,,false,"","",long,Win,"",AVGO,,,0.0,0.0,"",,1.0,49.70414201
JPATrades,690.0,840.0,3.45,4.2,110.29,136.0,4.13,2025-06-24 19:39:00 UTC,2025-06-24,09:41:26 EDT,0.0,140.029,"",3.45,3,4.2,150.0,0.0,0.0,2025-06-27 720 CALL,single,"","",150.0,0.2173913,2025-06-24,09:39:06 EDT,"",,,,-44.0,170.0,3.23,4.3,,,false,"","",long,Win,"",META,,,0.0,0.0,"",,2.0,88.23529412
JPATrades,1624.0,1800.0,3.248,3.6,45.01,391.0,5.85,2025-06-24 19:51:00 UTC,2025-06-24,09:51:33 EDT,0.0,549.362,"",3.4,6,3.7,176.0,0.0,0.0,2025-07-03 135 CALL,single,"","",176.0,0.10837438,2025-06-24,09:42:23 EDT,"",,,,-102.0,182.0,3.0,3.76,,,false,"","",long,Win,"",AMD,,,0.0,0.0,"",,5.0,96.7032967
JPATrades,194.0,160.0,1.94,1.6,,29.0,2.23,2025-06-24 19:54:00 UTC,2025-06-24,10:11:37 EDT,0.0,1046.273,"",1.94,2,1.6,-34.0,0.0,0.0,2025-07-03 149 CALL,single,"","",-34.0,-0.17525773,2025-06-24,09:54:11 EDT,"",,,,-34.0,13.0,1.6,2.07,,,false,"","",long,Loss,"",NVDA,,,0.0,0.0,"",,1.0,-100.0
JPATrades,1254.0,1260.0,0.418,0.42,20.69,29.0,0.65,2025-06-25 15:42:00 UTC,2025-06-25,09:42:09 EDT,0.0,430279.188,"",1.68,22,0.42,6.0,0.0,0.0,2025-06-27 175 CALL,single,"","",6.0,0.00478469,2025-06-20,10:10:50 EDT,"",,,,-964.0,0.0,0.08,0.62,,,false,"","",long,Win,"",GOOGL,,,0.0,0.0,"",,30.0,0.62240664
JPATrades,1000.0,870.0,10.0,8.7,,525.0,15.25,2025-06-26 18:05:00 UTC,2025-06-26,10:08:15 EDT,0.0,153.638,"",10.0,2,8.7,-130.0,0.0,0.0,2025-07-03 720 CALL,single,"","",-130.0,-0.13,2025-06-26,10:05:41 EDT,"",,,,-137.0,0.0,8.63,10.0,,,false,"","",long,Loss,"",META,,,0.0,0.0,"",,1.0,-94.89051095
JPATrades,1829.0,2016.0,9.145,10.08,49.34,379.0,12.0,2025-06-27 18:42:00 UTC,2025-06-27,14:32:28 EDT,0.0,177960.303,"",10.34,4,10.08,187.0,0.0,0.0,2025-07-03 322 PUT,single,"","",187.0,0.10224166,2025-06-25,13:06:28 EDT,"",,,,-539.0,571.0,6.45,12.0,,,false,"","",short,Win,"",TSLA,,,0.0,0.0,"",,2.0,32.74956217
JPATrades,5004.0,5088.0,0.417,0.424,156.6,53.0,0.34,2025-07-01 16:07:00 UTC,2025-07-01,11:17:02 EDT,0.0,509326.211,"fomo, boredom",2.63,46,0.4,83.0,0.0,0.0,2025-07-03 170 PUT,single,bullish trend,"averaged down, ignored plan, no plan, oversized, low risk-reward, stop not honored, too shortdated",83.0,0.01657679,2025-06-25,13:48:15 EDT,"",,,,-2338.0,0.0,0.1,2.45,,,true,tech,"",short,Win,"",GOOGL,,,0.0,0.0,"stock, swing trade",0.5,120.0,3.55004277
